CMDLINE /usr/local/opt/python/bin/python3.7 acapella.py train
MEM 0.066406 1586437992.1202
MEM 12.914062 1586437992.2242
MEM 22.250000 1586437992.3285
MEM 31.476562 1586437992.4329
MEM 39.066406 1586437992.5374
MEM 46.101562 1586437992.6399
MEM 46.101562 1586437992.7409
MEM 59.820312 1586437992.8425
MEM 67.933594 1586437992.9438
MEM 74.605469 1586437993.0455
MEM 83.562500 1586437993.1498
MEM 91.910156 1586437993.2536
MEM 97.535156 1586437993.3569
MEM 129.914062 1586437993.4595
MEM 133.464844 1586437993.5610
MEM 135.695312 1586437993.6613
MEM 141.308594 1586437993.7623
MEM 148.015625 1586437993.8629
MEM 152.023438 1586437993.9633
MEM 159.121094 1586437994.0644
MEM 163.429688 1586437994.1648
MEM 168.039062 1586437994.2691
MEM 175.734375 1586437994.3743
MEM 181.050781 1586437994.4747
MEM 184.277344 1586437994.5787
MEM 190.164062 1586437994.6817
MEM 194.679688 1586437994.7819
MEM 203.699219 1586437994.8871
MEM 211.277344 1586437994.9919
MEM 215.566406 1586437995.0945
MEM 218.871094 1586437995.1949
MEM 223.402344 1586437995.2983
MEM 229.625000 1586437995.3990
MEM 231.792969 1586437995.4995
MEM 239.718750 1586437995.5999
MEM 242.984375 1586437995.7016
MEM 245.164062 1586437995.8048
MEM 249.425781 1586437995.9061
MEM 250.269531 1586437996.0105
MEM 252.437500 1586437996.1110
MEM 260.167969 1586437996.2158
MEM 264.589844 1586437996.3199
MEM 273.160156 1586437996.4251
MEM 285.187500 1586437996.5300
MEM 291.339844 1586437996.6302
MEM 295.902344 1586437996.7305
MEM 301.308594 1586437996.8348
MEM 307.441406 1586437996.9396
MEM 311.851562 1586437997.0445
MEM 314.191406 1586437997.1464
MEM 319.367188 1586437997.2509
MEM 326.562500 1586437997.3528
MEM 328.996094 1586437997.4541
MEM 376.621094 1586437997.5588
MEM 390.148438 1586437997.6640
MEM 412.761719 1586437997.7656
MEM 415.800781 1586437997.8699
MEM 417.484375 1586437997.9745
MEM 432.429688 1586437998.0781
MEM 438.960938 1586437998.1826
MEM 439.871094 1586437998.2828
MEM 440.496094 1586437998.3831
MEM 442.031250 1586437998.4875
MEM 437.988281 1586437998.5918
MEM 441.949219 1586437998.6968
MEM 441.949219 1586437998.8007
MEM 441.949219 1586437998.9052
MEM 441.949219 1586437999.0097
MEM 441.949219 1586437999.1145
MEM 441.949219 1586437999.2189
MEM 441.949219 1586437999.3234
MEM 441.949219 1586437999.4279
MEM 441.949219 1586437999.5322
MEM 441.949219 1586437999.6369
MEM 441.949219 1586437999.7411
MEM 441.949219 1586437999.8457
MEM 441.949219 1586437999.9503
MEM 441.949219 1586438000.0548
MEM 423.273438 1586438000.1591
MEM 481.828125 1586438000.2636
MEM 503.464844 1586438000.3660
MEM 503.464844 1586438000.4697
MEM 503.464844 1586438000.5700
MEM 503.464844 1586438000.6726
MEM 503.464844 1586438000.7766
MEM 503.464844 1586438000.8798
MEM 503.464844 1586438000.9805
MEM 503.464844 1586438001.0840
MEM 503.464844 1586438001.1884
MEM 503.464844 1586438001.2895
MEM 503.464844 1586438001.3897
MEM 503.464844 1586438001.4903
MEM 503.464844 1586438001.5931
MEM 503.464844 1586438001.6947
MEM 506.679688 1586438001.7956
MEM 547.460938 1586438001.8980
MEM 557.433594 1586438002.0026
MEM 557.433594 1586438002.1056
MEM 557.433594 1586438002.2066
MEM 557.433594 1586438002.3093
MEM 557.433594 1586438002.4127
MEM 557.433594 1586438002.5130
MEM 557.433594 1586438002.6182
MEM 557.433594 1586438002.7218
MEM 557.433594 1586438002.8221
MEM 557.433594 1586438002.9222
MEM 557.433594 1586438003.0248
MEM 557.433594 1586438003.1297
MEM 557.433594 1586438003.2349
MEM 557.433594 1586438003.3394
MEM 560.714844 1586438003.4416
MEM 584.210938 1586438003.5469
MEM 593.441406 1586438003.6475
MEM 593.441406 1586438003.7507
MEM 593.441406 1586438003.8509
MEM 593.441406 1586438003.9514
MEM 593.441406 1586438004.0541
MEM 593.441406 1586438004.1557
MEM 593.441406 1586438004.2594
MEM 593.441406 1586438004.3619
MEM 593.441406 1586438004.4662
MEM 593.441406 1586438004.5680
MEM 593.441406 1586438004.6694
MEM 593.441406 1586438004.7724
MEM 593.441406 1586438004.8734
MEM 593.441406 1586438004.9755
MEM 593.441406 1586438005.0796
MEM 594.019531 1586438005.1809
MEM 619.566406 1586438005.2847
MEM 619.566406 1586438005.3899
MEM 619.566406 1586438005.4908
MEM 619.566406 1586438005.5920
MEM 619.566406 1586438005.6939
MEM 619.566406 1586438005.7974
MEM 619.566406 1586438005.8988
MEM 619.566406 1586438006.0010
MEM 619.566406 1586438006.1032
MEM 619.566406 1586438006.2078
MEM 619.566406 1586438006.3121
MEM 619.566406 1586438006.4167
MEM 619.566406 1586438006.5211
MEM 619.566406 1586438006.6260
MEM 619.566406 1586438006.7302
MEM 619.683594 1586438006.8348
MEM 661.734375 1586438006.9393
MEM 661.734375 1586438007.0437
MEM 661.734375 1586438007.1483
MEM 661.734375 1586438007.2525
MEM 661.734375 1586438007.3570
MEM 661.734375 1586438007.4617
MEM 661.734375 1586438007.5619
MEM 661.734375 1586438007.6671
MEM 661.734375 1586438007.7710
MEM 661.734375 1586438007.8740
MEM 661.734375 1586438007.9757
MEM 661.734375 1586438008.0794
MEM 661.734375 1586438008.1812
MEM 661.734375 1586438008.2855
MEM 661.734375 1586438008.3905
MEM 661.734375 1586438008.4926
MEM 661.734375 1586438008.5974
MEM 661.734375 1586438008.7001
MEM 675.089844 1586438008.8024
MEM 702.070312 1586438008.9028
MEM 764.648438 1586438009.0055
MEM 764.652344 1586438009.1101
MEM 764.652344 1586438009.2148
MEM 764.652344 1586438009.3194
MEM 764.652344 1586438009.4237
MEM 764.652344 1586438009.5280
MEM 764.652344 1586438009.6325
MEM 764.652344 1586438009.7371
MEM 764.652344 1586438009.8415
MEM 764.652344 1586438009.9461
MEM 764.652344 1586438010.0505
MEM 764.652344 1586438010.1550
MEM 764.652344 1586438010.2594
MEM 764.652344 1586438010.3641
MEM 764.652344 1586438010.4646
MEM 764.652344 1586438010.5694
MEM 764.652344 1586438010.6744
MEM 764.652344 1586438010.7789
MEM 764.652344 1586438010.8834
MEM 795.847656 1586438010.9879
MEM 849.589844 1586438011.0924
MEM 849.589844 1586438011.1958
