CMDLINE /usr/local/opt/python/bin/python3.7 acapella.py train
MEM 0.046875 1586437935.6552
MEM 12.394531 1586437935.7583
MEM 22.074219 1586437935.8626
MEM 31.273438 1586437935.9670
MEM 36.636719 1586437936.0723
MEM 42.199219 1586437936.1772
MEM 45.972656 1586437936.2806
MEM 45.972656 1586437936.3822
MEM 59.078125 1586437936.4872
MEM 67.230469 1586437936.5919
MEM 74.203125 1586437936.6941
MEM 82.726562 1586437936.7944
MEM 90.558594 1586437936.8967
MEM 96.851562 1586437937.0005
MEM 129.128906 1586437937.1027
MEM 133.468750 1586437937.2034
MEM 134.945312 1586437937.3082
MEM 139.839844 1586437937.4087
MEM 146.402344 1586437937.5112
MEM 150.800781 1586437937.6139
MEM 157.988281 1586437937.7148
MEM 161.777344 1586437937.8155
MEM 166.562500 1586437937.9180
MEM 172.195312 1586437938.0222
MEM 178.617188 1586437938.1272
MEM 182.949219 1586437938.2276
MEM 186.457031 1586437938.3299
MEM 190.605469 1586437938.4343
MEM 195.855469 1586437938.5380
MEM 204.339844 1586437938.6402
MEM 211.140625 1586437938.7419
MEM 215.101562 1586437938.8441
MEM 217.667969 1586437938.9451
MEM 222.097656 1586437939.0496
MEM 225.796875 1586437939.1542
MEM 230.535156 1586437939.2553
MEM 233.707031 1586437939.3564
MEM 240.644531 1586437939.4570
MEM 243.695312 1586437939.5573
MEM 246.191406 1586437939.6589
MEM 249.890625 1586437939.7591
MEM 250.593750 1586437939.8637
MEM 252.859375 1586437939.9668
MEM 260.253906 1586437940.0673
MEM 262.796875 1586437940.1721
MEM 269.585938 1586437940.2771
MEM 282.675781 1586437940.3816
MEM 286.882812 1586437940.4861
MEM 292.933594 1586437940.5879
MEM 296.089844 1586437940.6890
MEM 300.808594 1586437940.7923
MEM 306.281250 1586437940.8957
MEM 310.945312 1586437940.9984
MEM 311.796875 1586437941.0988
MEM 316.750000 1586437941.1994
MEM 323.265625 1586437941.2996
MEM 326.917969 1586437941.4032
MEM 338.789062 1586437941.5048
MEM 377.109375 1586437941.6080
MEM 409.468750 1586437941.7109
MEM 413.410156 1586437941.8168
MEM 416.332031 1586437941.9170
MEM 417.890625 1586437942.0220
MEM 433.488281 1586437942.1259
MEM 439.640625 1586437942.2267
MEM 440.664062 1586437942.3293
MEM 441.164062 1586437942.4337
MEM 443.375000 1586437942.5380
MEM 439.382812 1586437942.6393
MEM 442.156250 1586437942.7414
MEM 442.156250 1586437942.8454
MEM 442.156250 1586437942.9483
MEM 442.156250 1586437943.0489
MEM 442.156250 1586437943.1541
MEM 442.156250 1586437943.2593
MEM 442.156250 1586437943.3625
MEM 442.156250 1586437943.4647
MEM 442.156250 1586437943.5655
MEM 442.156250 1586437943.6701
MEM 442.156250 1586437943.7752
MEM 442.156250 1586437943.8789
MEM 442.156250 1586437943.9793
MEM 442.156250 1586437944.0822
MEM 423.523438 1586437944.1866
MEM 491.300781 1586437944.2908
MEM 503.714844 1586437944.3927
MEM 503.714844 1586437944.4971
MEM 503.714844 1586437944.6013
MEM 503.714844 1586437944.7042
MEM 503.714844 1586437944.8059
MEM 503.714844 1586437944.9111
MEM 503.714844 1586437945.0163
MEM 503.714844 1586437945.1182
MEM 503.714844 1586437945.2218
MEM 503.714844 1586437945.3252
MEM 503.714844 1586437945.4284
MEM 503.714844 1586437945.5331
MEM 503.714844 1586437945.6384
MEM 503.714844 1586437945.7422
MEM 507.046875 1586437945.8428
MEM 557.671875 1586437945.9462
MEM 557.671875 1586437946.0470
MEM 557.671875 1586437946.1518
MEM 557.671875 1586437946.2521
MEM 557.671875 1586437946.3523
MEM 557.671875 1586437946.4532
MEM 557.671875 1586437946.5543
MEM 557.671875 1586437946.6566
MEM 557.671875 1586437946.7594
MEM 557.671875 1586437946.8606
MEM 557.671875 1586437946.9614
MEM 557.671875 1586437947.0629
MEM 557.671875 1586437947.1642
MEM 557.671875 1586437947.2691
MEM 557.671875 1586437947.3717
MEM 557.671875 1586437947.4752
MEM 568.300781 1586437947.5763
MEM 593.683594 1586437947.6815
MEM 593.683594 1586437947.7862
MEM 593.683594 1586437947.8887
MEM 593.683594 1586437947.9890
MEM 593.683594 1586437948.0900
MEM 593.683594 1586437948.1920
MEM 593.683594 1586437948.2935
MEM 593.683594 1586437948.3950
MEM 593.683594 1586437948.4964
MEM 593.683594 1586437948.5982
MEM 593.683594 1586437948.7004
MEM 593.683594 1586437948.8043
MEM 593.683594 1586437948.9061
